[TEST START] TURBOPUMP INLET TELEMETRY
[WARN] SENSOR S1 (INLET_P) EXPERIENCING HIGH FREQUENCY INTERFERENCE
[T+0.010] INLET_P: 933.19 | PUMP_RPM: 94956 | BRG_TEMP: 120.9
[T+5.890] INLET_P: 807.80 | PUMP_RPM: 95005 | BRG_TEMP: 120.3
[T+5.900] INLET_P: 682.62 | PUMP_RPM: 95009 | BRG_TEMP: 120.7
[T+5.910] INLET_P: 506.65 | PUMP_RPM: 95019 | BRG_TEMP: 119.0
[T+5.920] INLET_P: 814.96 | PUMP_RPM: 94979 | BRG_TEMP: 120.3
[T+5.930] INLET_P: 343.90 | PUMP_RPM: 95015 | BRG_TEMP: 119.9
[T+5.940] INLET_P: 286.58 | PUMP_RPM: 95003 | BRG_TEMP: 119.8
[T+5.950] INLET_P: 824.61 | PUMP_RPM: 94984 | BRG_TEMP: 121.0
[T+5.960] INLET_P: 578.50 | PUMP_RPM: 95002 | BRG_TEMP: 120.1
[T+5.970] INLET_P: 770.55 | PUMP_RPM: 95041 | BRG_TEMP: 120.9
[T+5.980] INLET_P: 368.77 | PUMP_RPM: 95035 | BRG_TEMP: 119.9
[T+5.990] INLET_P: 482.97 | PUMP_RPM: 94996 | BRG_TEMP: 119.7
[T+6.000] INLET_P: 446.34 | PUMP_RPM: 95003 | BRG_TEMP: 119.9
[T+6.010] INLET_P: 689.21 | PUMP_RPM: 94975 | BRG_TEMP: 119.2
[T+6.020] INLET_P: 862.70 | PUMP_RPM: 94971 | BRG_TEMP: 120.5
[T+6.030] INLET_P: 227.59 | PUMP_RPM: 95022 | BRG_TEMP: 120.6
[T+6.040] INLET_P: 665.16 | PUMP_RPM: 94982 | BRG_TEMP: 119.4
[T+6.050] INLET_P: 587.77 | PUMP_RPM: 95013 | BRG_TEMP: 119.8
[T+6.060] INLET_P: 509.69 | PUMP_RPM: 94969 | BRG_TEMP: 119.3
[T+6.070] INLET_P: 668.17 | PUMP_RPM: 95042 | BRG_TEMP: 119.1
[T+6.080] INLET_P: 530.33 | PUMP_RPM: 95026 | BRG_TEMP: 120.1
[T+6.090] INLET_P: 767.29 | PUMP_RPM: 94967 | BRG_TEMP: 119.4
[T+6.100] INLET_P: 566.37 | PUMP_RPM: 95021 | BRG_TEMP: 120.7
[T+6.110] INLET_P: 738.88 | PUMP_RPM: 95020 | BRG_TEMP: 119.3
[T+6.120] INLET_P: 771.43 | PUMP_RPM: 95030 | BRG_TEMP: 120.2
[T+6.130] INLET_P: 446.14 | PUMP_RPM: 94981 | BRG_TEMP: 120.3
[T+6.140] INLET_P: 588.47 | PUMP_RPM: 94999 | BRG_TEMP: 120.6
[T+6.150] INLET_P: 466.75 | PUMP_RPM: 94976 | BRG_TEMP: 119.6
[T+6.160] INLET_P: 853.07 | PUMP_RPM: 95009 | BRG_TEMP: 119.6
[T+6.170] INLET_P: 625.15 | PUMP_RPM: 94967 | BRG_TEMP: 120.1
[T+6.180] INLET_P: 397.73 | PUMP_RPM: 94975 | BRG_TEMP: 120.1
[T+6.190] INLET_P: 821.28 | PUMP_RPM: 95018 | BRG_TEMP: 119.5
[T+6.200] INLET_P: 423.74 | PUMP_RPM: 95006 | BRG_TEMP: 120.0
[T+6.210] INLET_P: 872.95 | PUMP_RPM: 94983 | BRG_TEMP: 119.6
[T+6.220] INLET_P: 481.52 | PUMP_RPM: 94978 | BRG_TEMP: 120.3
[T+6.230] INLET_P: 707.45 | PUMP_RPM: 95035 | BRG_TEMP: 119.7
[T+6.240] INLET_P: 746.45 | PUMP_RPM: 94953 | BRG_TEMP: 119.2
[T+6.250] INLET_P: 738.19 | PUMP_RPM: 94964 | BRG_TEMP: 120.9
[T+6.260] INLET_P: 244.54 | PUMP_RPM: 94992 | BRG_TEMP: 120.3
[T+6.270] INLET_P: 766.75 | PUMP_RPM: 94951 | BRG_TEMP: 119.8
[T+6.280] INLET_P: 686.42 | PUMP_RPM: 94952 | BRG_TEMP: 120.6
[T+6.290] INLET_P: 659.21 | PUMP_RPM: 95021 | BRG_TEMP: 119.8
[T+6.300] INLET_P: 440.00 | PUMP_RPM: 94999 | BRG_TEMP: 120.6
[T+6.310] INLET_P: 442.59 | PUMP_RPM: 94959 | BRG_TEMP: 120.7
[T+6.320] INLET_P: 571.26 | PUMP_RPM: 95041 | BRG_TEMP: 120.5
[T+6.330] INLET_P: 693.57 | PUMP_RPM: 95047 | BRG_TEMP: 119.0
[T+6.340] INLET_P: 798.31 | PUMP_RPM: 94993 | BRG_TEMP: 119.8
[T+6.350] INLET_P: 447.51 | PUMP_RPM: 95005 | BRG_TEMP: 120.3
[T+6.360] INLET_P: 230.92 | PUMP_RPM: 94958 | BRG_TEMP: 120.3
[T+6.370] INLET_P: 820.69 | PUMP_RPM: 95044 | BRG_TEMP: 119.2
[T+6.380] INLET_P: 443.13 | PUMP_RPM: 94994 | BRG_TEMP: 120.9
[T+6.390] INLET_P: 208.23 | PUMP_RPM: 95039 | BRG_TEMP: 120.8
[T+6.400] INLET_P: 683.62 | PUMP_RPM: 95023 | BRG_TEMP: 119.6
[T+6.410] INLET_P: 701.22 | PUMP_RPM: 94970 | BRG_TEMP: 120.5
[T+6.420] INLET_P: 812.23 | PUMP_RPM: 94983 | BRG_TEMP: 119.2
[T+6.430] INLET_P: 287.99 | PUMP_RPM: 94997 | BRG_TEMP: 119.2
[T+6.440] INLET_P: 657.11 | PUMP_RPM: 94966 | BRG_TEMP: 120.6
[T+6.450] INLET_P: 640.99 | PUMP_RPM: 95029 | BRG_TEMP: 120.5
[T+6.460] INLET_P: 468.41 | PUMP_RPM: 95007 | BRG_TEMP: 119.0
[T+6.470] INLET_P: 486.97 | PUMP_RPM: 94996 | BRG_TEMP: 120.2
[T+6.480] INLET_P: 827.35 | PUMP_RPM: 95041 | BRG_TEMP: 119.9
[T+6.490] INLET_P: 653.13 | PUMP_RPM: 95005 | BRG_TEMP: 120.2
[T+6.500] INLET_P: 662.72 | PUMP_RPM: 95050 | BRG_TEMP: 120.8
[T+6.510] INLET_P: 480.18 | PUMP_RPM: 94963 | BRG_TEMP: 120.7
[T+6.520] INLET_P: 855.57 | PUMP_RPM: 94991 | BRG_TEMP: 120.5
[T+6.530] INLET_P: 744.62 | PUMP_RPM: 95042 | BRG_TEMP: 120.8
[T+6.540] INLET_P: 187.85 | PUMP_RPM: 95021 | BRG_TEMP: 120.5
[T+6.550] INLET_P: 618.97 | PUMP_RPM: 94973 | BRG_TEMP: 119.2
[T+6.560] INLET_P: 347.19 | PUMP_RPM: 95017 | BRG_TEMP: 119.3
[T+6.570] INLET_P: 374.04 | PUMP_RPM: 94983 | BRG_TEMP: 120.6
[T+6.580] INLET_P: 698.80 | PUMP_RPM: 95017 | BRG_TEMP: 119.2
[T+6.590] INLET_P: 763.60 | PUMP_RPM: 95029 | BRG_TEMP: 119.1
[T+6.600] INLET_P: 646.67 | PUMP_RPM: 95012 | BRG_TEMP: 119.1
[T+6.610] INLET_P: 743.40 | PUMP_RPM: 94990 | BRG_TEMP: 120.0
[T+6.620] INLET_P: 445.81 | PUMP_RPM: 95016 | BRG_TEMP: 119.7
[T+6.630] INLET_P: 264.62 | PUMP_RPM: 95014 | BRG_TEMP: 119.6
[T+6.640] INLET_P: 841.12 | PUMP_RPM: 95006 | BRG_TEMP: 119.5
[T+6.650] INLET_P: 602.29 | PUMP_RPM: 94977 | BRG_TEMP: 119.6
[T+6.660] INLET_P: 683.07 | PUMP_RPM: 95000 | BRG_TEMP: 120.1
[T+6.670] INLET_P: 562.31 | PUMP_RPM: 95050 | BRG_TEMP: 119.4
[T+6.680] INLET_P: 834.31 | PUMP_RPM: 94986 | BRG_TEMP: 119.1
[T+6.690] INLET_P: 337.84 | PUMP_RPM: 94960 | BRG_TEMP: 120.5
[T+6.700] INLET_P: 797.20 | PUMP_RPM: 94990 | BRG_TEMP: 120.8
[T+6.710] INLET_P: 789.44 | PUMP_RPM: 94987 | BRG_TEMP: 119.5
[T+6.720] INLET_P: 793.08 | PUMP_RPM: 95024 | BRG_TEMP: 119.7
[T+6.730] INLET_P: 582.61 | PUMP_RPM: 94995 | BRG_TEMP: 120.8
[T+6.740] INLET_P: 576.42 | PUMP_RPM: 95041 | BRG_TEMP: 120.8
[T+6.750] INLET_P: 309.79 | PUMP_RPM: 95045 | BRG_TEMP: 120.7
[T+6.760] INLET_P: 857.79 | PUMP_RPM: 95000 | BRG_TEMP: 120.9
[T+6.770] INLET_P: 728.50 | PUMP_RPM: 95008 | BRG_TEMP: 119.2
[T+6.780] INLET_P: 484.09 | PUMP_RPM: 95023 | BRG_TEMP: 120.7
[T+6.790] INLET_P: 648.50 | PUMP_RPM: 94985 | BRG_TEMP: 120.3
[T+6.800] INLET_P: 690.76 | PUMP_RPM: 95034 | BRG_TEMP: 119.4
[T+6.810] INLET_P: 666.94 | PUMP_RPM: 94975 | BRG_TEMP: 119.6
[T+6.820] INLET_P: 733.97 | PUMP_RPM: 94954 | BRG_TEMP: 120.9
[T+6.830] INLET_P: 845.49 | PUMP_RPM: 95024 | BRG_TEMP: 120.2
[T+6.840] INLET_P: 204.20 | PUMP_RPM: 95041 | BRG_TEMP: 120.8
[T+6.850] INLET_P: 670.15 | PUMP_RPM: 95003 | BRG_TEMP: 120.5
[T+6.860] INLET_P: 514.29 | PUMP_RPM: 94951 | BRG_TEMP: 119.0
[T+6.870] INLET_P: 541.03 | PUMP_RPM: 95014 | BRG_TEMP: 121.0
[T+6.880] INLET_P: 404.00 | PUMP_RPM: 94980 | BRG_TEMP: 119.5
[T+6.890] INLET_P: 554.14 | PUMP_RPM: 95048 | BRG_TEMP: 120.6
[T+6.900] INLET_P: 711.58 | PUMP_RPM: 94968 | BRG_TEMP: 120.0
[T+6.910] INLET_P: 508.61 | PUMP_RPM: 94950 | BRG_TEMP: 119.4
[T+6.920] INLET_P: 836.85 | PUMP_RPM: 94977 | BRG_TEMP: 119.1
[T+6.930] INLET_P: 718.23 | PUMP_RPM: 94976 | BRG_TEMP: 120.4
[T+6.940] INLET_P: 849.43 | PUMP_RPM: 95036 | BRG_TEMP: 119.3
[T+6.950] INLET_P: 681.50 | PUMP_RPM: 94959 | BRG_TEMP: 119.2
[T+6.960] INLET_P: 664.44 | PUMP_RPM: 94987 | BRG_TEMP: 120.5
[T+6.970] INLET_P: 245.58 | PUMP_RPM: 94960 | BRG_TEMP: 120.4
[T+6.980] INLET_P: 506.89 | PUMP_RPM: 94981 | BRG_TEMP: 120.2
[T+6.990] INLET_P: 764.76 | PUMP_RPM: 95009 | BRG_TEMP: 120.1
[T+7.000] INLET_P: 662.47 | PUMP_RPM: 94988 | BRG_TEMP: 119.9
[T+7.010] INLET_P: 263.05 | PUMP_RPM: 95045 | BRG_TEMP: 120.9
[T+7.020] INLET_P: 819.65 | PUMP_RPM: 94962 | BRG_TEMP: 119.6
[T+7.030] INLET_P: 843.86 | PUMP_RPM: 95028 | BRG_TEMP: 120.9
[T+7.040] INLET_P: 677.06 | PUMP_RPM: 94990 | BRG_TEMP: 120.7
[T+7.050] INLET_P: 402.16 | PUMP_RPM: 94966 | BRG_TEMP: 119.7
[T+7.060] INLET_P: 584.44 | PUMP_RPM: 94970 | BRG_TEMP: 120.3
[T+7.070] INLET_P: 396.13 | PUMP_RPM: 94985 | BRG_TEMP: 120.2
[T+7.080] INLET_P: 347.29 | PUMP_RPM: 94973 | BRG_TEMP: 119.4
[T+7.090] INLET_P: 758.15 | PUMP_RPM: 95039 | BRG_TEMP: 119.6
[T+7.100] INLET_P: 693.40 | PUMP_RPM: 95032 | BRG_TEMP: 119.2
[T+7.110] INLET_P: 453.07 | PUMP_RPM: 95030 | BRG_TEMP: 119.3
[T+7.120] INLET_P: 315.68 | PUMP_RPM: 95042 | BRG_TEMP: 119.7
[T+7.130] INLET_P: 351.03 | PUMP_RPM: 95046 | BRG_TEMP: 120.6
[T+7.140] INLET_P: 690.95 | PUMP_RPM: 94966 | BRG_TEMP: 120.1
[T+7.150] INLET_P: 320.00 | PUMP_RPM: 94988 | BRG_TEMP: 120.5
[T+7.160] INLET_P: 504.55 | PUMP_RPM: 94992 | BRG_TEMP: 119.9
[T+7.170] INLET_P: 490.35 | PUMP_RPM: 94987 | BRG_TEMP: 120.3
[T+7.180] INLET_P: 476.52 | PUMP_RPM: 94983 | BRG_TEMP: 120.6
[T+7.190] INLET_P: 181.90 | PUMP_RPM: 94967 | BRG_TEMP: 120.0
[T+7.200] INLET_P: 480.68 | PUMP_RPM: 94974 | BRG_TEMP: 120.6
[T+7.210] INLET_P: 692.37 | PUMP_RPM: 94971 | BRG_TEMP: 119.9
[T+7.220] INLET_P: 454.98 | PUMP_RPM: 95013 | BRG_TEMP: 120.2
[T+7.230] INLET_P: 550.63 | PUMP_RPM: 95033 | BRG_TEMP: 120.3
[T+7.240] INLET_P: 295.51 | PUMP_RPM: 94998 | BRG_TEMP: 119.3
[T+7.250] INLET_P: 835.30 | PUMP_RPM: 95035 | BRG_TEMP: 120.8
[T+7.260] INLET_P: 356.40 | PUMP_RPM: 94988 | BRG_TEMP: 120.7
[T+7.270] INLET_P: 427.13 | PUMP_RPM: 94982 | BRG_TEMP: 119.4
[T+7.280] INLET_P: 457.56 | PUMP_RPM: 95001 | BRG_TEMP: 120.7
[T+7.290] INLET_P: 529.29 | PUMP_RPM: 94996 | BRG_TEMP: 119.4
[T+7.300] INLET_P: 348.42 | PUMP_RPM: 94980 | BRG_TEMP: 119.6
[T+7.310] INLET_P: 483.69 | PUMP_RPM: 95043 | BRG_TEMP: 119.2
[T+7.320] INLET_P: 652.98 | PUMP_RPM: 95020 | BRG_TEMP: 120.6
[T+7.330] INLET_P: 657.29 | PUMP_RPM: 94954 | BRG_TEMP: 120.3
[T+7.340] INLET_P: 683.42 | PUMP_RPM: 94962 | BRG_TEMP: 120.2
[T+7.350] INLET_P: 809.45 | PUMP_RPM: 95035 | BRG_TEMP: 119.7
[T+7.360] INLET_P: 624.42 | PUMP_RPM: 95027 | BRG_TEMP: 120.6
[T+7.370] INLET_P: 703.75 | PUMP_RPM: 95027 | BRG_TEMP: 120.6
[T+7.380] INLET_P: 426.43 | PUMP_RPM: 94986 | BRG_TEMP: 120.0
[T+7.390] INLET_P: 366.61 | PUMP_RPM: 95016 | BRG_TEMP: 120.9
[T+7.400] INLET_P: 362.48 | PUMP_RPM: 95031 | BRG_TEMP: 120.3
[T+7.410] INLET_P: 729.37 | PUMP_RPM: 94996 | BRG_TEMP: 120.4
[T+7.420] INLET_P: 638.24 | PUMP_RPM: 95030 | BRG_TEMP: 119.1
[T+7.430] INLET_P: 218.40 | PUMP_RPM: 95019 | BRG_TEMP: 120.6
[T+7.440] INLET_P: 623.50 | PUMP_RPM: 95002 | BRG_TEMP: 119.5
[T+7.450] INLET_P: 271.68 | PUMP_RPM: 95039 | BRG_TEMP: 119.9
[T+7.460] INLET_P: 536.00 | PUMP_RPM: 94965 | BRG_TEMP: 120.0
[T+7.470] INLET_P: 261.48 | PUMP_RPM: 95003 | BRG_TEMP: 120.0
[T+7.480] INLET_P: 386.33 | PUMP_RPM: 95034 | BRG_TEMP: 120.0
[T+7.490] INLET_P: 578.42 | PUMP_RPM: 94970 | BRG_TEMP: 120.5
[T+7.500] INLET_P: 828.95 | PUMP_RPM: 95018 | BRG_TEMP: 120.1
[T+7.510] INLET_P: 623.98 | PUMP_RPM: 95045 | BRG_TEMP: 119.0
[T+7.520] INLET_P: 297.56 | PUMP_RPM: 94955 | BRG_TEMP: 119.0
[T+7.530] INLET_P: 299.22 | PUMP_RPM: 94993 | BRG_TEMP: 120.2
[T+7.540] INLET_P: 732.82 | PUMP_RPM: 94976 | BRG_TEMP: 119.7
[T+7.550] INLET_P: 274.82 | PUMP_RPM: 94981 | BRG_TEMP: 120.8
[T+7.560] INLET_P: 725.57 | PUMP_RPM: 95018 | BRG_TEMP: 119.0
[T+7.570] INLET_P: 305.15 | PUMP_RPM: 95018 | BRG_TEMP: 119.4
[T+7.580] INLET_P: 260.88 | PUMP_RPM: 94960 | BRG_TEMP: 119.8
[T+7.590] INLET_P: 792.64 | PUMP_RPM: 94959 | BRG_TEMP: 119.2
[T+7.600] INLET_P: 538.02 | PUMP_RPM: 94958 | BRG_TEMP: 120.5
[T+7.610] INLET_P: 779.68 | PUMP_RPM: 95023 | BRG_TEMP: 119.2
[T+7.620] INLET_P: 282.05 | PUMP_RPM: 94997 | BRG_TEMP: 119.0
[T+7.630] INLET_P: 241.15 | PUMP_RPM: 94980 | BRG_TEMP: 119.0
[T+7.640] INLET_P: 495.63 | PUMP_RPM: 94987 | BRG_TEMP: 119.8
[T+7.650] INLET_P: 764.20 | PUMP_RPM: 95030 | BRG_TEMP: 120.1
[T+7.660] INLET_P: 781.67 | PUMP_RPM: 95022 | BRG_TEMP: 120.6
[T+7.670] INLET_P: 844.59 | PUMP_RPM: 94988 | BRG_TEMP: 119.7
[T+7.680] INLET_P: 655.91 | PUMP_RPM: 95046 | BRG_TEMP: 120.0
[T+7.690] INLET_P: 574.31 | PUMP_RPM: 94990 | BRG_TEMP: 119.5
[T+7.700] INLET_P: 701.80 | PUMP_RPM: 95014 | BRG_TEMP: 120.5
[T+7.710] INLET_P: 518.52 | PUMP_RPM: 94980 | BRG_TEMP: 120.4
[T+7.720] INLET_P: 733.84 | PUMP_RPM: 94973 | BRG_TEMP: 119.5
[T+7.730] INLET_P: 380.67 | PUMP_RPM: 95039 | BRG_TEMP: 120.8
[T+7.740] INLET_P: 471.37 | PUMP_RPM: 94963 | BRG_TEMP: 120.5
[T+7.750] INLET_P: 733.27 | PUMP_RPM: 95005 | BRG_TEMP: 120.5
[T+7.760] INLET_P: 525.34 | PUMP_RPM: 95014 | BRG_TEMP: 119.5
[T+7.770] INLET_P: 454.02 | PUMP_RPM: 95005 | BRG_TEMP: 120.3
[T+7.780] INLET_P: 407.64 | PUMP_RPM: 95000 | BRG_TEMP: 120.3
[T+7.790] INLET_P: 382.97 | PUMP_RPM: 95046 | BRG_TEMP: 120.0
[T+7.800] INLET_P: 779.44 | PUMP_RPM: 95032 | BRG_TEMP: 120.2
[T+7.810] INLET_P: 784.55 | PUMP_RPM: 95009 | BRG_TEMP: 119.0
[T+7.820] INLET_P: 431.99 | PUMP_RPM: 95019 | BRG_TEMP: 119.0
[T+7.830] INLET_P: 180.43 | PUMP_RPM: 94976 | BRG_TEMP: 120.3
[T+7.840] INLET_P: 689.33 | PUMP_RPM: 95020 | BRG_TEMP: 120.1
[T+7.850] INLET_P: 462.39 | PUMP_RPM: 95038 | BRG_TEMP: 120.2
[T+7.860] INLET_P: 782.79 | PUMP_RPM: 95003 | BRG_TEMP: 119.1
[T+7.870] INLET_P: 306.72 | PUMP_RPM: 95027 | BRG_TEMP: 119.7
[T+7.880] INLET_P: 515.42 | PUMP_RPM: 95025 | BRG_TEMP: 120.9
[T+7.890] INLET_P: 806.56 | PUMP_RPM: 94973 | BRG_TEMP: 120.4
[T+7.900] INLET_P: 235.68 | PUMP_RPM: 95028 | BRG_TEMP: 119.2
[T+7.910] INLET_P: 507.29 | PUMP_RPM: 94988 | BRG_TEMP: 119.0
[T+7.920] INLET_P: 281.52 | PUMP_RPM: 94964 | BRG_TEMP: 119.2
[T+7.930] INLET_P: 248.93 | PUMP_RPM: 94988 | BRG_TEMP: 119.7
[T+7.940] INLET_P: 179.52 | PUMP_RPM: 95028 | BRG_TEMP: 120.5
[T+7.950] INLET_P: 717.46 | PUMP_RPM: 95027 | BRG_TEMP: 120.6
[T+7.960] INLET_P: 438.53 | PUMP_RPM: 95018 | BRG_TEMP: 120.7
[T+7.970] INLET_P: 565.59 | PUMP_RPM: 95009 | BRG_TEMP: 120.2
[T+7.980] INLET_P: 728.40 | PUMP_RPM: 94995 | BRG_TEMP: 119.3
[T+7.990] INLET_P: 826.65 | PUMP_RPM: 94988 | BRG_TEMP: 120.3
[T+8.000] INLET_P: 773.69 | PUMP_RPM: 95036 | BRG_TEMP: 120.7
[T+8.010] INLET_P: 311.87 | PUMP_RPM: 95047 | BRG_TEMP: 120.2
[T+8.020] INLET_P: 198.39 | PUMP_RPM: 94986 | BRG_TEMP: 120.2
[T+8.030] INLET_P: 361.30 | PUMP_RPM: 95044 | BRG_TEMP: 119.6
[T+8.040] INLET_P: 551.65 | PUMP_RPM: 94950 | BRG_TEMP: 119.9
[T+8.050] INLET_P: 659.54 | PUMP_RPM: 94984 | BRG_TEMP: 119.4
[T+8.060] INLET_P: 740.86 | PUMP_RPM: 95018 | BRG_TEMP: 120.8
[T+8.070] INLET_P: 397.10 | PUMP_RPM: 94952 | BRG_TEMP: 119.0
[T+8.080] INLET_P: 596.76 | PUMP_RPM: 94955 | BRG_TEMP: 120.2
[T+8.090] INLET_P: 704.96 | PUMP_RPM: 95030 | BRG_TEMP: 119.7
[T+8.100] INLET_P: 190.40 | PUMP_RPM: 95046 | BRG_TEMP: 120.3
[T+8.110] INLET_P: 800.73 | PUMP_RPM: 95049 | BRG_TEMP: 120.5
[T+8.120] INLET_P: 428.09 | PUMP_RPM: 94966 | BRG_TEMP: 119.2
[T+8.130] INLET_P: 368.65 | PUMP_RPM: 94951 | BRG_TEMP: 120.9
[T+8.140] INLET_P: 860.58 | PUMP_RPM: 94988 | BRG_TEMP: 120.3
[T+8.150] INLET_P: 826.68 | PUMP_RPM: 94993 | BRG_TEMP: 119.8
[T+8.160] INLET_P: 255.43 | PUMP_RPM: 95007 | BRG_TEMP: 119.3
[T+8.170] INLET_P: 750.18 | PUMP_RPM: 95025 | BRG_TEMP: 120.3
[T+8.180] INLET_P: 671.97 | PUMP_RPM: 95006 | BRG_TEMP: 119.4
[T+8.190] INLET_P: 696.77 | PUMP_RPM: 94998 | BRG_TEMP: 120.1
[T+8.200] INLET_P: 831.86 | PUMP_RPM: 95011 | BRG_TEMP: 119.2
[T+8.210] INLET_P: 186.98 | PUMP_RPM: 94975 | BRG_TEMP: 120.5
[T+8.220] INLET_P: 467.34 | PUMP_RPM: 95016 | BRG_TEMP: 119.1
[T+8.230] INLET_P: 334.26 | PUMP_RPM: 95026 | BRG_TEMP: 120.5
[T+8.240] INLET_P: 301.21 | PUMP_RPM: 94955 | BRG_TEMP: 119.1
[T+8.250] INLET_P: 617.24 | PUMP_RPM: 94961 | BRG_TEMP: 121.0
[T+8.260] INLET_P: 831.45 | PUMP_RPM: 94971 | BRG_TEMP: 120.9
[T+8.270] INLET_P: 400.30 | PUMP_RPM: 94997 | BRG_TEMP: 119.0
[T+8.280] INLET_P: 777.51 | PUMP_RPM: 95047 | BRG_TEMP: 120.0
[T+8.290] INLET_P: 740.85 | PUMP_RPM: 94989 | BRG_TEMP: 119.2
[T+8.300] INLET_P: 565.89 | PUMP_RPM: 94979 | BRG_TEMP: 120.0
[T+8.310] INLET_P: 340.63 | PUMP_RPM: 95046 | BRG_TEMP: 119.1
[T+8.320] INLET_P: 792.06 | PUMP_RPM: 95030 | BRG_TEMP: 119.8
[T+8.330] INLET_P: 225.82 | PUMP_RPM: 95001 | BRG_TEMP: 120.1
[T+8.340] INLET_P: 510.85 | PUMP_RPM: 95040 | BRG_TEMP: 119.7
[T+8.350] INLET_P: 263.67 | PUMP_RPM: 94960 | BRG_TEMP: 119.2
[T+8.360] INLET_P: 218.55 | PUMP_RPM: 95019 | BRG_TEMP: 119.2
[T+8.370] INLET_P: 501.07 | PUMP_RPM: 95032 | BRG_TEMP: 119.1
[T+8.380] INLET_P: 809.67 | PUMP_RPM: 94991 | BRG_TEMP: 120.9
[T+8.390] INLET_P: 804.73 | PUMP_RPM: 94961 | BRG_TEMP: 119.7
[T+8.400] INLET_P: 209.22 | PUMP_RPM: 94958 | BRG_TEMP: 120.9
[T+8.410] INLET_P: 380.91 | PUMP_RPM: 95028 | BRG_TEMP: 120.8
[T+8.420] INLET_P: 593.72 | PUMP_RPM: 95001 | BRG_TEMP: 119.9
[T+8.430] INLET_P: 501.07 | PUMP_RPM: 95024 | BRG_TEMP: 120.9
[T+8.440] INLET_P: 641.97 | PUMP_RPM: 95033 | BRG_TEMP: 119.6
[T+8.450] INLET_P: 622.66 | PUMP_RPM: 94970 | BRG_TEMP: 119.0
[T+8.460] INLET_P: 469.74 | PUMP_RPM: 94977 | BRG_TEMP: 119.4
[T+8.470] INLET_P: 654.76 | PUMP_RPM: 94976 | BRG_TEMP: 119.4
[T+8.480] INLET_P: 780.18 | PUMP_RPM: 94979 | BRG_TEMP: 120.9
[T+8.490] INLET_P: 295.58 | PUMP_RPM: 95049 | BRG_TEMP: 119.1
[T+8.500] INLET_P: 540.39 | PUMP_RPM: 94968 | BRG_TEMP: 119.6
[T+8.510] INLET_P: 324.15 | PUMP_RPM: 95044 | BRG_TEMP: 120.1
[T+8.520] INLET_P: 303.00 | PUMP_RPM: 95019 | BRG_TEMP: 119.9
[T+8.530] INLET_P: 553.73 | PUMP_RPM: 94984 | BRG_TEMP: 120.0
[T+8.540] INLET_P: 360.98 | PUMP_RPM: 94987 | BRG_TEMP: 120.6
[T+8.550] INLET_P: 261.94 | PUMP_RPM: 95047 | BRG_TEMP: 119.8
[T+8.560] INLET_P: 825.26 | PUMP_RPM: 95014 | BRG_TEMP: 120.3
[T+8.570] INLET_P: 819.33 | PUMP_RPM: 94965 | BRG_TEMP: 120.0
[T+8.580] INLET_P: 291.09 | PUMP_RPM: 95043 | BRG_TEMP: 119.2
[T+8.590] INLET_P: 220.70 | PUMP_RPM: 94982 | BRG_TEMP: 120.5
[T+8.600] INLET_P: 216.98 | PUMP_RPM: 95030 | BRG_TEMP: 120.1
[T+8.610] INLET_P: 186.18 | PUMP_RPM: 94985 | BRG_TEMP: 120.5
[T+8.620] INLET_P: 673.75 | PUMP_RPM: 94998 | BRG_TEMP: 119.1
[T+8.630] INLET_P: 182.90 | PUMP_RPM: 95019 | BRG_TEMP: 120.9
[T+8.640] INLET_P: 837.85 | PUMP_RPM: 94976 | BRG_TEMP: 119.9
[T+8.650] INLET_P: 692.13 | PUMP_RPM: 94958 | BRG_TEMP: 119.2
[T+8.660] INLET_P: 683.33 | PUMP_RPM: 95016 | BRG_TEMP: 120.4
[T+8.670] INLET_P: 851.56 | PUMP_RPM: 95031 | BRG_TEMP: 119.9
[T+8.680] INLET_P: 339.95 | PUMP_RPM: 94991 | BRG_TEMP: 119.7
[T+8.690] INLET_P: 317.25 | PUMP_RPM: 94953 | BRG_TEMP: 120.0
[T+8.700] INLET_P: 732.49 | PUMP_RPM: 94977 | BRG_TEMP: 120.0
[T+8.710] INLET_P: 557.16 | PUMP_RPM: 94978 | BRG_TEMP: 119.6
[T+8.720] INLET_P: 776.64 | PUMP_RPM: 95020 | BRG_TEMP: 119.8
[T+8.730] INLET_P: 182.65 | PUMP_RPM: 94990 | BRG_TEMP: 119.2
[T+8.740] INLET_P: 593.63 | PUMP_RPM: 94966 | BRG_TEMP: 120.2
[T+8.750] INLET_P: 530.54 | PUMP_RPM: 95038 | BRG_TEMP: 119.7
[T+8.760] INLET_P: 229.10 | PUMP_RPM: 94985 | BRG_TEMP: 120.2
[T+8.770] INLET_P: 316.80 | PUMP_RPM: 95009 | BRG_TEMP: 119.5
[T+8.780] INLET_P: 638.28 | PUMP_RPM: 95011 | BRG_TEMP: 120.9
[T+8.790] INLET_P: 198.25 | PUMP_RPM: 95048 | BRG_TEMP: 119.3
[T+8.800] INLET_P: 457.22 | PUMP_RPM: 95013 | BRG_TEMP: 119.4
[T+8.810] INLET_P: 486.75 | PUMP_RPM: 95030 | BRG_TEMP: 120.4
[T+8.820] INLET_P: 351.85 | PUMP_RPM: 94977 | BRG_TEMP: 120.9
[T+8.830] INLET_P: 824.50 | PUMP_RPM: 94996 | BRG_TEMP: 120.9
